city,id,name,state_id,state_abbr,state_name,county_name,zip,lat,lng,population
Añasco,1,Aasco,72,PR,Puerto Rico,Anasco,610,18.2827291,-67.1396245,5075
Aaronsburg,2,Aaronsburg,42,PA,Pennsylvania,Centre,16820,40.8997903,-77.4533235,613
Aaronsburg,3,Aaronsburg,42,PA,Pennsylvania,Washington,15333,40.0108697,-80.0009194,259
Abanda,4,Abanda,1,AL,Alabama,Chambers,36276,33.100954,-85.5296753,192
Abbeville,5,Abbeville,45,SC,South Carolina,Abbeville,29620,34.1781719,-82.3790148,5237
Abbeville,6,Abbeville,13,GA,Georgia,Wilcox,31001,31.9921223,-83.3068243,2908
Abbeville,7,Abbeville,1,AL,Alabama,Henry,36310,31.5718352,-85.2504893,2688
Abbeville,8,Abbeville,22,LA,Louisiana,Vermilion,70510 70511,29.9746502,-92.1342921,12257
Abbeville,9,Abbeville,28,MS,Mississippi,Lafayette,38601,34.5031591,-89.5031368,419
Abbotsford,10,Abbotsford,55,WI,Wisconsin,Marathon,54405 54421,44.946356,-90.315969,2310
Abbott,11,Abbott,48,TX,Texas,Hill,76621,31.8848809,-97.0733361,356
Abbott,12,Abbott,35,NM,New Mexico,Colfax,87747,36.3055851,-104.2588701,
Abbott,13,Abbott,54,WV,West Virginia,Upshur,26201,38.9217656,-80.3214735,
Abbottsburg,14,Abbottsburg,37,NC,North Carolina,Bladen,28320,34.517114,-78.7250179,
Abbottstown,15,Abbottstown,42,PA,Pennsylvania,Adams,17301,39.8864869,-76.9847013,1011
Abbyville,16,Abbyville,20,KS,Kansas,Reno,67510,37.9708468,-98.2042299,87
Abell,17,Abell,48,TX,Texas,Carson,79068,35.3933811,-101.458781,
Abercrombie,18,Abercrombie,38,ND,North Dakota,Richland,58075 58001,46.4477384,-96.7303557,263
Aberdeen,19,Aberdeen,46,SD,South Dakota,Brown,57401 57402,45.4646985,-98.4864829,26091
Aberdeen,20,Aberdeen,24,MD,Maryland,Harford,21001 21018,39.5095556,-76.1641197,14959
Aberdeen,21,Aberdeen,39,OH,Ohio,Brown,45101,38.6556296,-83.7610323,1638
Aberdeen,22,Aberdeen,28,MS,Mississippi,Monroe,39730,33.8251139,-88.5436553,5612
Aberdeen,23,Aberdeen,37,NC,North Carolina,Moore,28315,35.131547,-79.4294789,6350
Aberdeen,24,Aberdeen,53,WA,Washington,Grays Harbor,98520,46.9753708,-123.8157218,16896
Aberdeen,25,Aberdeen,16,ID,Idaho,Bingham,83210,42.9440784,-112.8383265,1994
Aberdeen,26,Aberdeen,21,KY,Kentucky,Butler,42261,37.2539361,-86.6816547,
Aberfoil,27,Aberfoil,1,AL,Alabama,Bullock,36089,32.0704299,-85.6877257,
Abernant,28,Abernant,1,AL,Alabama,Tuscaloosa,35444,33.2903926,-87.198053,
Abernathy,29,Abernathy,48,TX,Texas,Hale,79311,33.8323038,-101.8429491,2805
Abeytas,30,Abeytas,35,NM,New Mexico,Socorro,87006,34.4675637,-106.8114154,56
Abie,31,Abie,31,NE,Nebraska,Butler,68001,41.3341756,-96.9489211,69
Abilene,32,Abilene,20,KS,Kansas,Dickinson,67410,38.9172216,-97.2139094,6844
Abilene,33,Abilene,48,TX,Texas,Taylor,79699 79602 79601 79607 79606 79605 79603 79604 79608 79697 79698,32.4487364,-99.7331439,117063
Abingdon,34,Abingdon,51,VA,Virginia,Washington,24210 24211 24212,36.7098335,-81.9773482,8191
Abingdon,35,Abingdon,17,IL,Illinois,Knox,61410,40.8044833,-90.4017954,3319
Abingdon,36,Abingdon,19,IA,Iowa,Jefferson,52533,41.0822387,-92.1390672,
Abingdon,37,Abingdon,24,MD,Maryland,Harford,21009,39.4623305,-76.2791236,
Abington,38,Abington,25,MA,Massachusetts,Plymouth,2351,42.1048228,-70.9453218,15985
Abington,39,Abington,42,PA,Pennsylvania,Montgomery,19001,40.1206656,-75.1179512,
Abiquiu,40,Abiquiu,35,NM,New Mexico,Rio Arriba,87510,36.207241,-106.3186397,231
Abita Springs,41,Abita Springs,22,LA,Louisiana,Saint Tammany,70420,30.4785257,-90.0375755,2365
Abo,42,Abo,35,NM,New Mexico,Torrance,87036,34.4558977,-106.3330712,
Aboite,43,Aboite,18,IN,Indiana,Allen,46783,41.0008805,-85.3180293,
Abraham,44,Abraham,49,UT,Utah,Millard,84635,39.3966197,-112.7180077,
Abram,45,Abram,48,TX,Texas,Hidalgo,78572,26.1997957,-98.4111287,2067
Abrams,46,Abrams,55,WI,Wisconsin,Oconto,54101,44.7791593,-88.0598261,340
Absarokee,47,Absarokee,30,MT,Montana,Stillwater,59001,45.5204982,-109.4429444,1150
Absecon,48,Absecon,34,NJ,New Jersey,Atlantic,8201,39.4284503,-74.4957076,8411
Academy,49,Academy,46,SD,South Dakota,Charles Mix,57369,43.4563876,-99.0798134,
Acampo,50,Acampo,6,CA,California,San Joaquin,95220,38.1746398,-121.2785588,341
Accident,51,Accident,24,MD,Maryland,Garrett,21520,39.628696,-79.319759,325
Accokeek,52,Accokeek,24,MD,Maryland,Prince George's,20601 20607,38.6676168,-77.0283092,10573
Accomac,53,Accomac,51,VA,Virginia,Accomack,23301,37.7195742,-75.6654845,519
Accord,54,Accord,36,NY,New York,Ulster,12404,41.7856489,-74.2290366,562
Accord,55,Accord,25,MA,Massachusetts,Plymouth,2061,42.1745451,-70.8836552,
Ace,56,Ace,48,TX,Texas,Polk,77351,30.5363152,-94.8243744,
Aceitunas,57,Aceitunas,72,PR,Puerto Rico,Moca,676,18.4432783,-67.0649026,1436
Acequia,58,Acequia,16,ID,Idaho,Minidoka,83350,42.6679642,-113.5969537,124
Achille,59,Achille,40,OK,Oklahoma,Bryan,74720,33.8373817,-96.41099359,492
Achilles,60,Achilles,51,VA,Virginia,Gloucester,23072,37.2801422,-76.4402257,
Ackerly,61,Ackerly,48,TX,Texas,Dawson,79713,32.5264993,-101.71597,220
Ackerman,62,Ackerman,28,MS,Mississippi,Choctaw,39735,33.3101243,-89.1728434,1510
Ackley,63,Ackley,19,IA,Iowa,Hardin,50601,42.5541451,-93.0532553,1589
Ackworth,64,Ackworth,19,IA,Iowa,Warren,50001,41.3669373,-93.4727131,83
Acme,65,Acme,53,WA,Washington,Whatcom,98220,48.7170574,-122.2051584,246
Acme,66,Acme,22,LA,Louisiana,Concordia,71354,31.2857351,-91.8204007,
Acme,67,Acme,35,NM,New Mexico,Chaves,88201,33.5923153,-104.3285785,
Acme,68,Acme,48,TX,Texas,Hardeman,79252,34.3167412,-99.8239861,
Acme,69,Acme,56,WY,Wyoming,Sheridan,82801,44.9105275,-106.9850706,
Acoma,70,Acoma,32,NV,Nevada,Lincoln,89008,37.5483023,-114.1724807,
Acomita,71,Acomita,35,NM,New Mexico,Cibola,87034,35.0553199,-107.5717171,
Acorn,72,Acorn,51,VA,Virginia,Westmoreland,22529,38.0192976,-76.6491233,
Acra,73,Acra,36,NY,New York,Greene,12405,42.3109186,-74.0554126,
Acree,74,Acree,13,GA,Georgia,Dougherty,31791,31.5554539,-83.9960153,
Acton,75,Acton,6,CA,California,Los Angeles,93510,34.469994,-118.1967418,7596
Acton,76,Acton,23,ME,Maine,York,4001,43.5342468,-70.9097847,
Acton,77,Acton,25,MA,Massachusetts,Middlesex,1720,42.4850931,-71.43284,
Acton,78,Acton,30,MT,Montana,Yellowstone,59002,45.9305083,-108.6806978,
Acushnet,79,Acushnet,25,MA,Massachusetts,Bristol,2743,41.6806593,-70.907816,3073
Acworth,80,Acworth,13,GA,Georgia,Cobb,30144 30101,34.0659329,-84.6768796,20425
Acworth,81,Acworth,33,NH,New Hampshire,Sullivan,3601,43.2178539,-72.2920317,
Acy,82,Acy,22,LA,Louisiana,Ascension,70774,30.2188079,-90.8203734,
Ada,83,Ada,27,MN,Minnesota,Norman,56510,47.299689,-96.5153463,1707
Ada,84,Ada,39,OH,Ohio,Hardin,45810,40.7694969,-83.8227149,5952
Ada,85,Ada,40,OK,Oklahoma,Pontotoc,74820 74821,34.7784784,-96.70212809,16810
Ada,86,Ada,20,KS,Kansas,Ottawa,67467,39.1513917,-97.8892088,100
Ada,87,Ada,22,LA,Louisiana,Bienville,71028,32.5459856,-93.1404423,
Ada,88,Ada,55,WI,Wisconsin,Sheboygan,53020,43.8769382,-87.8956469,
Adair,89,Adair,19,IA,Iowa,Adair,50002,41.5003898,-94.6434132,781
Adair,90,Adair,40,OK,Oklahoma,Mayes,74330,36.4407049,-95.29514149,790
Adair,91,Adair,17,IL,Illinois,McDonough,61411,40.4189309,-90.4967942,210
Adair Village,92,Adair Village,41,OR,Oregon,Benton,97330,44.6706763,-123.2178759,840
Adairsville,93,Adairsville,13,GA,Georgia,Bartow,30103,34.3687021,-84.9341093,4648
Adairville,94,Adairville,21,KY,Kentucky,Logan,42202,36.6675425,-86.8519417,852
Adak,95,Adak,2,AK,Alaska,Aleutians West,99546,51.88,-176.6580556,326
Adams,96,Adams,38,ND,North Dakota,Walsh,58210,48.4213852,-98.0789893,127
Adams,97,Adams,55,WI,Wisconsin,Adams,53910,43.956082,-89.8181818,1967
Adams,98,Adams,25,MA,Massachusetts,Berkshire,1220,42.6242495,-73.117603,5515
Adams,99,Adams,36,NY,New York,Jefferson,13605,43.8092321,-76.0240892,1775
Adams,100,Adams,27,MN,Minnesota,Mower,55909,43.5652435,-92.7193503,787
Adams,101,Adams,31,NE,Nebraska,Gage,68301,40.4594441,-96.5100171,573
Adams,102,Adams,47,TN,Tennessee,Robertson,37010,36.5822667,-87.0655564,633
Adams,103,Adams,41,OR,Oregon,Umatilla,97810,45.767354,-118.5624734,350
Adams,104,Adams,18,IN,Indiana,Decatur,47240,39.3825496,-85.559973,
Adams,105,Adams,21,KY,Kentucky,Lawrence,41201,38.0545335,-82.7076584,
Adams,106,Adams,28,MS,Mississippi,Hinds,39175,32.1598736,-90.5606536,
Adams,107,Adams,40,OK,Oklahoma,Texas,73945,36.7603623,-101.1008892,
Adams Center,108,Adams Center,36,NY,New York,Jefferson,13606,43.8600635,-76.0054785,1568
Adams City,109,Adams City,8,CO,Colorado,Adams,80022,39.8266528,-104.9288672,
Adamsburg,110,Adamsburg,42,PA,Pennsylvania,Westmoreland,15611,40.3117361,-79.6561538,172
Adamstown,111,Adamstown,42,PA,Pennsylvania,Lancaster,17569 17517 19501,40.2412035,-76.0563303,1789
Adamstown,112,Adamstown,24,MD,Maryland,Frederick,21710,39.3109356,-77.4747088,2372
Adamsville,113,Adamsville,42,PA,Pennsylvania,Crawford,16110,41.5111646,-80.3697888,67
Adamsville,114,Adamsville,39,OH,Ohio,Muskingum,43802,40.0697925,-81.8823542,114
Adamsville,115,Adamsville,1,AL,Alabama,Jefferson,35214 35060 35073 35005,33.6009389,-86.9561059,4522
Adamsville,116,Adamsville,47,TN,Tennessee,McNairy,38310,35.2359146,-88.3905965,2207
Adamsville,117,Adamsville,49,UT,Utah,Beaver,84731,38.2583031,-112.7938352,
Adamsville,118,Adamsville,48,TX,Texas,Lampasas,76550,31.3012767,-98.1689206,
Adario,119,Adario,39,OH,Ohio,Richland,44837,40.9345,-82.4501677,
Addicks,120,Addicks,48,TX,Texas,Harris,77079,29.7824508,-95.6424457,
Addie,121,Addie,37,NC,North Carolina,Jackson,28779,35.4059341,-83.1598661,
Addieville,122,Addieville,17,IL,Illinois,Washington,62214,38.391439,-89.4900881,252
Addington,123,Addington,40,OK,Oklahoma,Jefferson,73520,34.2484825,-97.99076279,114
Addis,124,Addis,22,LA,Louisiana,West Baton Rouge,70710,30.3538043,-91.2653865,3593
Addison,125,Addison,42,PA,Pennsylvania,Somerset,15411,39.7473003,-79.3392013,207
Addison,126,Addison,36,NY,New York,Steuben,14801,42.1028514,-77.2335879,1763
Addison,127,Addison,54,WV,West Virginia,Webster,26288,38.4781934,-80.4082166,776
Addison,128,Addison,26,MI,Michigan,Lenawee,49220,41.9864341,-84.3471684,605
Addison,129,Addison,17,IL,Illinois,DuPage,60101,41.931696,-87.9889556,36942
Addison,130,Addison,1,AL,Alabama,Winston,35540,34.2023243,-87.1814012,758
Addison,131,Addison,48,TX,Texas,Dallas,75254 75001,32.96179,-96.8291685,13056
Addison,132,Addison,39,OH,Ohio,Gallia,45631,38.886191,-82.1462561,
Addison,133,Addison,50,VT,Vermont,Addison,5491,44.0886671,-73.302622,
Addison,134,Addison,55,WI,Wisconsin,Washington,53002,43.4227761,-88.3745423,
Addy,135,Addy,53,WA,Washington,Stevens,99101,48.3560098,-117.8374738,268
Addyston,136,Addyston,39,OH,Ohio,Hamilton,45002 45001,39.1367249,-84.709114,938
Adel,137,Adel,19,IA,Iowa,Dallas,50003,41.6144325,-94.017453,3682
Adel,138,Adel,13,GA,Georgia,Cook,31620,31.1371358,-83.4234936,5334
Adel,139,Adel,30,MT,Montana,Cascade,59421,47.0277236,-111.6238645,
Adel,140,Adel,41,OR,Oregon,Lake,97620,42.177388,-119.8985576,
Adelaide,141,Adelaide,53,WA,Washington,King,98023,47.3309328,-122.3604012,
Adelanto,142,Adelanto,6,CA,California,San Bernardino,92301,34.5827699,-117.409215,31765
Adeline,143,Adeline,17,IL,Illinois,Ogle,61047,42.1433589,-89.4903897,85
Adelino,144,Adelino,35,NM,New Mexico,Valencia,87031,34.7158909,-106.7311374,823
Adell,145,Adell,55,WI,Wisconsin,Sheboygan,53001,43.6191633,-87.9520364,516
Adelphi,146,Adelphi,24,MD,Maryland,Prince George's,20783 20903,39.0031656,-76.97192,15086
Adelphi,147,Adelphi,39,OH,Ohio,Ross,43101,39.4667304,-82.7471145,380
Adelphia,148,Adelphia,34,NJ,New Jersey,Monmouth,7728,40.2181677,-74.2562566,
Aden,149,Aden,35,NM,New Mexico,Dona Ana,88007,32.1528722,-107.1275128,
Adena,150,Adena,39,OH,Ohio,Jefferson,43901,40.2186805,-80.8728672,759
Adgateville,151,Adgateville,13,GA,Georgia,Jasper,31038,33.2231838,-83.671006,
Adin,152,Adin,6,CA,California,Modoc,96006,41.19378,-120.945245,272
Adjuntas,153,Adjuntas,72,PR,Puerto Rico,Adjuntas,601,18.1627363,-66.7221187,4406
Admire,154,Admire,20,KS,Kansas,Lyon,66830,38.6411197,-96.1030491,156
Adna,155,Adna,53,WA,Washington,Lewis,98532,46.6289921,-123.0612431,
Adolphus,156,Adolphus,21,KY,Kentucky,Allen,42120,36.6517098,-86.2613779,
Adona,157,Adona,5,AR,Arkansas,Perry,72001,35.0381433,-92.8979475,209
Adrian,158,Adrian,26,MI,Michigan,Lenawee,49221,41.8975471,-84.0371659,21133
Adrian,159,Adrian,27,MN,Minnesota,Nobles,56110,43.6349663,-95.932797,1209
Adrian,160,Adrian,29,MO,Missouri,Bates,64720,38.397518,-94.3516159,1677
Adrian,161,Adrian,13,GA,Georgia,Johnson,31002,32.5307224,-82.5892995,664
Adrian,162,Adrian,41,OR,Oregon,Malheur,97913 97901,43.7407155,-117.0718261,177
Adrian,163,Adrian,48,TX,Texas,Oldham,79001,35.2747775,-102.6652114,166
Advance,164,Advance,29,MO,Missouri,Stoddard,63730,37.1044958,-89.9106494,1347
Advance,165,Advance,18,IN,Indiana,Boone,46147 46102,39.9958763,-86.620004,477
Advance,166,Advance,37,NC,North Carolina,Davie,27006,35.9412482,-80.4092217,1138
Advance,167,Advance,26,MI,Michigan,Charlevoix,49727 49712,45.221397,-85.0775567,328
Adwolf,168,Adwolf,51,VA,Virginia,Smyth,24354 24319,36.7892824,-81.5820609,1530
Ady,169,Ady,24,MD,Maryland,Harford,21154,39.638717,-76.3327369,
Ady,170,Ady,48,TX,Texas,Potter,79010,35.4856041,-102.1324141,
Aeneas,171,Aeneas,53,WA,Washington,Okanogan,98855,48.5473813,-118.9786447,
Aetna,172,Aetna,20,KS,Kansas,Barber,67057,37.0839169,-98.9628777,
Affton,173,Affton,29,MO,Missouri,Saint Louis,63123,38.5506084,-90.3331719,20307
Afton,174,Afton,36,NY,New York,Chenango,13730,42.228136,-75.5265715,822
Afton,175,Afton,27,MN,Minnesota,Washington,55001,44.9027452,-92.7835373,2886
Afton,176,Afton,19,IA,Iowa,Union,50830,41.0274907,-94.1980083,845
Afton,177,Afton,56,WY,Wyoming,Lincoln,83110,42.7249282,-110.9318687,1911
Afton,178,Afton,40,OK,Oklahoma,Ottawa,74331,36.6976344,-94.98680019,1049
Afton,179,Afton,6,CA,California,San Bernardino,92309,35.0363724,-116.3797442,
Afton,180,Afton,35,NM,New Mexico,Dona Ana,88007,32.0728753,-106.9441731,
Agar,181,Agar,46,SD,South Dakota,Sully,57520,44.8383153,-100.0745668,76
Agate,182,Agate,8,CO,Colorado,Elbert,80101,39.461651,-103.9421807,
Agate Beach,183,Agate Beach,41,OR,Oregon,Lincoln,97365,44.6773386,-124.0617836,
Agawam,184,Agawam,25,MA,Massachusetts,Hampden,1001,42.0695391,-72.6148117,28438
Agawam,185,Agawam,30,MT,Montana,Teton,59422,47.9999571,-112.1675232,
Agawam,186,Agawam,40,OK,Oklahoma,Grady,73067,34.8773502,-97.96993539,
Agency,187,Agency,19,IA,Iowa,Wapello,52530,40.9950162,-92.3068492,638
Agency,188,Agency,29,MO,Missouri,Buchanan,64401 64507,39.644718,-94.7399611,684
Agency Village,189,Agency Village,46,SD,South Dakota,Roberts,57262,45.5808427,-97.0831191,181
Agenda,190,Agenda,20,KS,Kansas,Republic,66930,39.7077797,-97.4317035,68
Agnes,191,Agnes,48,TX,Texas,Parker,76082,32.9792888,-97.7886421,
Agness,192,Agness,41,OR,Oregon,Curry,97406,42.5564976,-124.0689776,
Agnew,193,Agnew,31,NE,Nebraska,Lancaster,68428,41.0169486,-96.8147413,
Agnos,194,Agnos,5,AR,Arkansas,Fulton,72513,36.2772888,-91.6915332,
Agoura,195,Agoura,6,CA,California,Los Angeles,91301,34.1430611,-118.7378669,
Agoura Hills,196,Agoura Hills,6,CA,California,Los Angeles,91301 91376,34.1363945,-118.7745348,20330
Agra,197,Agra,20,KS,Kansas,Phillips,67621,39.7616776,-99.1192544,267
Agra,198,Agra,40,OK,Oklahoma,Lincoln,74824,35.8987316,-96.89603179,339
Agricola,199,Agricola,20,KS,Kansas,Coffey,66871,38.4194601,-95.5349823,
Agricola,200,Agricola,28,MS,Mississippi,George,39452,30.807689,-88.5200194,
Agua Dulce,201,Agua Dulce,48,TX,Texas,Nueces,78330,27.781692,-97.9086105,812
Agua Dulce,202,Agua Dulce,6,CA,California,Los Angeles,91390,34.4963817,-118.3256348,3342
Agua Fria,203,Agua Fria,35,NM,New Mexico,Santa Fe,87507,35.6544755,-106.0222447,2800
Agua Nueva,204,Agua Nueva,48,TX,Texas,Jim Hogg,78361,26.9017168,-98.6002976,
Aguada,205,Aguada,72,PR,Puerto Rico,Aguada,602,18.3793913,-67.1882365,3212
Aguadilla,206,Aguadilla,72,PR,Puerto Rico,Aguadilla,00603 00604 00605,18.4274454,-67.1540698,13310
Aguanga,207,Aguanga,6,CA,California,Riverside,92536,33.4428094,-116.8650235,1128
Aguas Buenas,208,Aguas Buenas,72,PR,Puerto Rico,Aguas Buenas,703,18.2568989,-66.1029442,4204
Aguas Claras,209,Aguas Claras,72,PR,Puerto Rico,Ceiba,735,18.252734,-65.6534952,3006
Agudo,210,Agudo,35,NM,New Mexico,DeBaca,88119,34.4053469,-104.3035865,
Aguila,211,Aguila,4,AZ,Arizona,Maricopa,85320,33.9428069,-113.1740805,798
Aguilar,212,Aguilar,8,CO,Colorado,Las Animas,81020,37.4027931,-104.6533188,538
Aguilares,213,Aguilares,48,TX,Texas,Webb,78369,27.4486359,-99.0872507,21
Aguilita,214,Aguilita,72,PR,Puerto Rico,Juana Diaz,795,18.0232976,-66.5346166,4747
Ahloso,215,Ahloso,40,OK,Oklahoma,Pontotoc,74820,34.7390353,-96.66129269,
Ahmeek,216,Ahmeek,26,MI,Michigan,Keweenaw,49901,47.2988116,-88.3965014,146
Ahoskie,217,Ahoskie,37,NC,North Carolina,Hertford,27910,36.2868223,-76.9846808,5039
Ahtanum,218,Ahtanum,53,WA,Washington,Yakima,98903 98908 98909,46.5595702,-120.6220123,3601
Ahwahnee,219,Ahwahnee,6,CA,California,Madera,93601 93644,37.3654982,-119.7262667,2246
Aibonito,220,Aibonito,72,PR,Puerto Rico,Aibonito,705,18.1399594,-66.2660016,8249
Aid,221,Aid,39,OH,Ohio,Lawrence,45645,38.5961913,-82.4932125,
'Aiea,222,'Aiea,15,HI,Hawaii,Honolulu,96701,21.3864663,-157.9231834,9338
Aiken,223,Aiken,45,SC,South Carolina,Aiken,29803 29801 29802 29804 29808,33.5604168,-81.7195533,29524
Aiken,224,Aiken,48,TX,Texas,Floyd,79241,34.1422953,-101.5257226,
Ailey,225,Ailey,13,GA,Georgia,Montgomery,30410 30445,32.1874042,-82.5656886,432
Ainsworth,226,Ainsworth,31,NE,Nebraska,Brown,69210,42.5499993,-99.8626236,1728
Ainsworth,227,Ainsworth,19,IA,Iowa,Washington,52201,41.2889098,-91.5523838,567
Ainsworth,228,Ainsworth,18,IN,Indiana,Lake,46342,41.4878149,-87.2586458,
Airmont,229,Airmont,36,NY,New York,Rockland,10952 10901 10982,41.1009293,-74.1162544,8628
Airport Drive,230,Airport Drive,29,MO,Missouri,Jasper,64870 64801,37.1425588,-94.5107824,698
Airport Road Addition,231,Airport Road Addition,48,TX,Texas,Brooks,78355,27.2200435,-98.0994483,93
Airway Heights,232,Airway Heights,53,WA,Washington,Spokane,99224 99001,47.644611,-117.5932728,6114
Aitkin,233,Aitkin,27,MN,Minnesota,Aitkin,56431,46.533013,-93.7102493,2165
Ajo,234,Ajo,4,AZ,Arizona,Pima,85321,32.3717249,-112.8607099,3304
Ak Chin,235,Ak Chin,4,AZ,Arizona,Pima,85634,32.2875683,-112.0090238,30
Akaska,236,Akaska,46,SD,South Dakota,Walworth,57420,45.3324891,-100.1206808,42
Ak-Chin Village,237,Ak-Chin Village,4,AZ,Arizona,Pinal,85139,33.0283838,-112.0876431,862
Akeley,238,Akeley,27,MN,Minnesota,Hubbard,56433,47.004125,-94.7269509,432
Akers,239,Akers,29,MO,Missouri,Shannon,65560,37.3761567,-91.5537547,
Akhiok,240,Akhiok,2,AK,Alaska,Kodiak Island,99615,56.9455556,-154.1702778,71
Akiachak,241,Akiachak,2,AK,Alaska,Bethel,99551,60.9094444,-161.4313889,627
Akiak,242,Akiak,2,AK,Alaska,Bethel,99552,60.9122222,-161.2138889,346
Akin,243,Akin,17,IL,Illinois,Franklin,62890,37.9881043,-88.7475606,
Akins,244,Akins,40,OK,Oklahoma,Sequoyah,74955 74948,35.5109831,-94.71455959,493
Akra,245,Akra,38,ND,North Dakota,Pembina,58220,48.775272,-97.7270364,
Akron,246,Akron,39,OH,Ohio,Summit,44306 44307 44304 44305 44302 44303 44301 44308 44320 44314 44311 44310 44313 44312 44309 44315 44316 44317 44325 44326 44328 44334 44372 44396 44398,41.0814447,-81.5190053,199110
Akron,247,Akron,42,PA,Pennsylvania,Lancaster,17501,40.1567616,-76.2021742,3876
Akron,248,Akron,36,NY,New York,Erie,14001,43.0208924,-78.4953015,2868
Akron,249,Akron,19,IA,Iowa,Plymouth,51001,42.8288818,-96.5594773,1486
Akron,250,Akron,26,MI,Michigan,Tuscola,48701,43.5680759,-83.5141259,402
Akron,251,Akron,18,IN,Indiana,Fulton,46910,41.0383766,-86.0280502,1167
Akron,252,Akron,1,AL,Alabama,Hale,35441,32.8765165,-87.7425105,356
Akron,253,Akron,8,CO,Colorado,Washington,80720,40.1605373,-103.2143843,1702
Akutan,254,Akutan,2,AK,Alaska,Aleutians East,99553,54.1355556,-165.7730556,1027
Alabam,255,Alabam,5,AR,Arkansas,Madison,72740,36.1525747,-93.6813021,
Alabama,256,Alabama,36,NY,New York,Genesee,14013,43.0964478,-78.3908559,
Alabaster,257,Alabaster,1,AL,Alabama,Shelby,35114 35007 35137 35144,33.2442813,-86.8163773,30352
Alabaster,258,Alabaster,26,MI,Michigan,Iosco,48763,44.1864058,-83.558032,
Alachua,259,Alachua,12,FL,Florida,Alachua,32615 32616,29.79724917,-82.49488158,9059
Aladdin,260,Aladdin,42,PA,Pennsylvania,Armstrong,15656,40.6917318,-79.6567143,
Aladdin,261,Aladdin,56,WY,Wyoming,Crook,82710,44.6399866,-104.183551,
Alakanuk,262,Alakanuk,2,AK,Alaska,Wade Hampton,99554,62.6888889,-164.6152778,677
Alamance,263,Alamance,37,NC,North Carolina,Alamance,27201 27215,36.0351361,-79.4858549,951
Alameda,264,Alameda,6,CA,California,Alameda,94501 94502,37.7652065,-122.2416355,73812
Alameda,265,Alameda,35,NM,New Mexico,Bernalillo,87114,35.1867101,-106.6180813,
Alamillo,266,Alamillo,35,NM,New Mexico,Socorro,87831,34.2547889,-106.9161402,102
Alamo,267,Alamo,38,ND,North Dakota,Williams,58830,48.5816949,-103.4699122,57
Alamo,268,Alamo,18,IN,Indiana,Montgomery,47916,39.9819877,-87.0572313,66
Alamo,269,Alamo,47,TN,Tennessee,Crockett,38001,35.7847949,-89.1172883,2461
Alamo,270,Alamo,13,GA,Georgia,Wheeler,30411,32.1471202,-82.7779171,2797
Alamo,271,Alamo,6,CA,California,Contra Costa,94507,37.8502033,-122.032184,14570
Alamo,272,Alamo,35,NM,New Mexico,Socorro,87825,34.4208918,-107.5108753,1085
Alamo,273,Alamo,48,TX,Texas,Hidalgo,78516,26.1836854,-98.1230638,18353
Alamo,274,Alamo,32,NV,Nevada,Lincoln,89001,37.3649613,-115.1644614,1080
Alamo Alto,275,Alamo Alto,48,TX,Texas,El Paso,79853,31.4051216,-106.023861,
Alamo Heights,276,Alamo Heights,48,TX,Texas,Bexar,78209,29.4849531,-98.4658502,7031
Alamo Oaks,277,Alamo Oaks,6,CA,California,Contra Costa,94507,37.8393701,-121.993016,
Alamogordo,278,Alamogordo,35,NM,New Mexico,Otero,88310,32.8995325,-105.960265,30403
Alamosa,279,Alamosa,8,CO,Colorado,Alamosa,81101 81102,37.4694491,-105.8700215,8780
Alamota,280,Alamota,20,KS,Kansas,Lane,67839,38.4611276,-100.3101357,
Alanreed,281,Alanreed,48,TX,Texas,Gray,79057,35.2125494,-100.7343059,
Alanson,282,Alanson,26,MI,Michigan,Emmet,49706,45.4441778,-84.7867115,738
Alapaha,283,Alapaha,13,GA,Georgia,Berrien,31622,31.3851954,-83.2229323,668
Alarka,284,Alarka,37,NC,North Carolina,Swain,28713,35.3531511,-83.4454355,
Alatna,285,Alatna,2,AK,Alaska,Yukon-Koyukuk,99720,66.5572222,-152.7072222,37
Alba,286,Alba,42,PA,Pennsylvania,Bradford,17724 16947 16910,41.7050749,-76.8282913,157
Alba,287,Alba,29,MO,Missouri,Jasper,64830,37.2383894,-94.4174489,555
Alba,288,Alba,48,TX,Texas,Wood,75410,32.7929034,-95.6344037,504
Alba,289,Alba,26,MI,Michigan,Antrim,49730 49611,44.97473,-84.9686585,295
Alban,290,Alban,55,WI,Wisconsin,Portage,54473,44.6277513,-89.2848362,
Albany,291,Albany,36,NY,New York,Albany,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12212 12214 12220 12223 12224 12225 12226 12227 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12247 12248 12249 12250 12255 12257 12260 12261 12288,42.6525793,-73.7562317,97856
Albany,292,Albany,55,WI,Wisconsin,Green,53502,42.7077846,-89.4370629,1018
Albany,293,Albany,50,VT,Vermont,Orleans,5820,44.7308826,-72.3798297,193
Albany,294,Albany,27,MN,Minnesota,Stearns,56307,45.6299647,-94.5700048,2561
Albany,295,Albany,29,MO,Missouri,Gentry,64402,40.2486069,-94.331068,1730
Albany,296,Albany,17,IL,Illinois,Whiteside,61230,41.7894748,-90.2192941,891
